category,ticker,fund_name,current_map,expected,status,confidence
Defined,USEP US,INNOVATOR U.S. EQUITY ULTRA BUFFER ETF - SEPTEMBER,Buffer,Buffer,OK,HIGH
Defined,UXAP US,FT VEST US EQUITY UNCAPPED ACCELERATOR ETF - APRIL,Accelerator,Accelerator,OK,HIGH
Defined,UXJA US,FT VEST US EQUITY UNCAPPED ACCELERATOR ETF - JANUARY,Accelerator,Accelerator,OK,HIGH
Defined,UXJL US,FT VEST US EQUITY UNCAPPED ACCELERATOR ETF - JULY,Accelerator,Accelerator,OK,HIGH
Defined,UXOC US,FT VEST US EQUITY UNCAPPED ACCELERATOR ETF - OCTOBER,Accelerator,Accelerator,OK,HIGH
Defined,XAPR US,FT VEST US EQUITY ENHANCE & MODERATE BUFFER ETF - APRIL,Buffer,Buffer,OK,HIGH
Defined,XAUG US,FT VEST US EQUITY ENHANCE & MODERATE BUFFER ETF - AUGUST,Buffer,Buffer,OK,HIGH
Defined,XBAP US,INNOVATOR US EQUITY ACCELERATED 9 BUFFER ETF - APRIL,Buffer,Buffer,OK,HIGH
Defined,XBJA US,INNOVATOR US EQUITY ACCELERATED 9 BUFFER ETF - JANUARY,Buffer,Buffer,OK,HIGH
Defined,XBJL US,INNOVATOR U.S. EQUITY ACCELERATED 9 BUFFER ETF - JULY,Buffer,Buffer,OK,HIGH
Defined,XBOC US,INNOVATOR US EQUITY ACCELERATED 9 BUFFER ETF-OCTOBER,Buffer,Buffer,OK,HIGH
Defined,XDEC US,FT VEST US EQUITY ENHANCE & MODERATE BUFFER ETF - DECEMBER,Buffer,Buffer,OK,HIGH
Defined,XDQQ US,INNOVATOR GROWTH-100 ACCELERATED ETF-QUARTERLY,Accelerator,Accelerator,OK,HIGH
Defined,XDSQ US,INNOVATOR US EQUITY ACCELERATED ETF - QUARTERLY,Accelerator,Accelerator,OK,HIGH
Defined,XFEB US,FT VEST US EQUITY ENHANCE & MODERATE BUFFER ETF - FEBRUARY,Buffer,Buffer,OK,HIGH
Defined,XIDE US,FT VEST US EQUITY BUFFER & PREMIUM INCOME ETF - DECEMBER,Buffer,Buffer,OK,HIGH
Defined,XIJN US,FT VEST US EQUITY BUFFER & PREMIUM INCOME ETF - JUNE,Buffer,Buffer,OK,HIGH
Defined,XIMR US,FT VEST US EQUITY BUFFER & PREMIUM INCOME ETF - MARCH,Buffer,Buffer,OK,HIGH
Defined,XISE US,FT VEST US EQUITY BUFFER & PREMIUM INCOME ETF - SEPTEMBER,Buffer,Buffer,OK,HIGH
Defined,XJAN US,FT VEST US EQUITY ENHANCE & MODERATE BUFFER ETF - JANUARY,Buffer,Buffer,OK,HIGH
Defined,XJUL US,FT VEST US EQUITY ENHANCE & MODERATE BUFFER ETF - JULY,Buffer,Buffer,OK,HIGH
Defined,XJUN US,FT VEST US EQUITY ENHANCE & MODERATE BUFFER ETF - JUNE,Buffer,Buffer,OK,HIGH
Defined,XMAR US,FT VEST US EQUITY ENHANCE & MODERATE BUFFER ETF - MARCH,Buffer,Buffer,OK,HIGH
Defined,XMAY US,FT VEST US EQUITY ENHANCE & MODERATE BUFFER ETF - MAY,Buffer,Buffer,OK,HIGH
Defined,XNOV US,FT VEST US EQUITY ENHANCE & MODERATE BUFFER ETF - NOVEMBER,Buffer,Buffer,OK,HIGH
Defined,XOCT US,FT VEST US EQUITY ENHANCE & MODERATE BUFFER ETF - OCTOBER,Buffer,Buffer,OK,HIGH
Defined,XSEP US,FT VEST U.S. EQUITY ENHANCE & MODERATE BUFFER ETF - SEPTEMBER,Buffer,Buffer,OK,HIGH
Defined,XTAP US,INNOVATOR US EQUITY ACCELERATED PLUS ETF-APRIL,Accelerator,Accelerator,OK,HIGH
Defined,XTJA US,INNOVATOR US EQUITY ACCELERATED PLUS ETF - JANUARY,Accelerator,Accelerator,OK,HIGH
Defined,XTJL US,INNOVATOR U.S. EQUITY ACCELERATED PLUS ETF - JULY,Accelerator,Accelerator,OK,HIGH
Defined,XTOC US,INNOVATOR US EQUITY ACCELERATED PLUS ETF-OCTOBER,Accelerator,Accelerator,OK,HIGH
Defined,XUSP US,INNOVATOR UNCAPPED ACCELERATED US EQUITY ETF,Accelerator,Accelerator,OK,HIGH
Defined,YDEC US,FT VEST INTERNATIONAL EQUITY MODERATE BUFFER ETF - DECEMBER,Buffer,Buffer,OK,HIGH
Defined,YJUN US,FT VEST INTERNATIONAL EQUITY MODERATE BUFFER ETF - JUNE,Buffer,Buffer,OK,HIGH
Defined,YMAR US,FT VEST INTERNATIONAL EQUITY MODERATE BUFFER ETF - MARCH,Buffer,Buffer,OK,HIGH
Defined,YSEP US,FT VEST INTERNATIONAL EQUITY MODERATE BUFFER ETF - SEPTEMBER,Buffer,Buffer,OK,HIGH
Defined,ZALT US,INNOVATOR US EQUITY 10 BUFFER ETF,Buffer,Buffer,OK,HIGH
Defined,ZAPR US,INNOVATOR EQUITY DEFINED PROTECTION ETF - 1 YR APRIL,Buffer,Buffer,OK,HIGH
Defined,ZAUG US,INNOVATOR EQUITY DEFINED PROTECTION ETF - 1 YR AUGUST,Buffer,Buffer,OK,HIGH
Defined,ZDEK US,INNOVATOR EQUITY DEFINED PROTECTION ETF - 1 YR DECEMBER,Buffer,Buffer,OK,HIGH
Defined,ZFEB US,INNOVATOR EQUITY DEFINED PROTECTION ETF - 1 YR FEBRUARY,Buffer,Buffer,OK,HIGH
Defined,ZJAN US,INNOVATOR EQUITY DEFINED PROTECTION ETF - 1 YR JANUARY,Buffer,Buffer,OK,HIGH
Defined,ZJUL US,INNOVATOR EQUITY DEFINED PROTECTION ETF - 1 YR JULY,Buffer,Buffer,OK,HIGH
Defined,ZJUN US,INNOVATOR EQUITY DEFINED PROTECTION ETF - 1 YR JUNE,Buffer,Buffer,OK,HIGH
Defined,ZMAR US,INNOVATOR EQUITY DEFINED PROTECTION ETF - 1 YR MARCH,Buffer,Buffer,OK,HIGH
Defined,ZMAY US,INNOVATOR EQUITY DEFINED PROTECTION ETF - 1 YR MAY,Buffer,Buffer,OK,HIGH
Defined,ZNOV US,INNOVATOR EQUITY DEFINED PROTECTION ETF - 1 YR NOVEMBER,Buffer,Buffer,OK,HIGH
Defined,ZOCT US,INNOVATOR EQUITY DEFINED PROTECTION ETF - 1 YR OCTOBER,Buffer,Buffer,OK,HIGH
Defined,ZSEP US,INNOVATOR EQUITY DEFINED PROTECTION ETF - 1 YR SEPTEMBER,Buffer,Buffer,OK,HIGH
Thematic,ABLD US,ABACUS FCF REAL ASSETS LEADERS ETF,Strategy,,UNCLEAR,LOW
Thematic,ABOT US,ABACUS FCF INNOVATION LEADERS ETF,Innovation,,UNCLEAR,LOW
Thematic,ACES US,ALPS CLEAN ENERGY ETF,Clean Energy,Clean Energy,OK,HIGH
Thematic,AGIX US,KRANESHARES ARTIFICIAL INTELLIGENCE AND TECHNOLOGY ETF,Artificial Intelligence,Artificial Intelligence,OK,HIGH
Thematic,AIEQ US,AMPLIFY AI POWERED EQUITY ETF,Artificial Intelligence,Artificial Intelligence,OK,HIGH
Thematic,AIFD US,TCW ARTIFICIAL INTELLIGENCE ETF,Artificial Intelligence,Artificial Intelligence,OK,HIGH
Thematic,AIPO US,DEFIANCE AI & POWER INFRASTRUCTURE ETF,Artificial Intelligence,Artificial Intelligence,OK,HIGH
Thematic,AIQ US,GLOBAL X ARTIFICIAL INTELLIGENCE & TECHNOLOGY ETF,Artificial Intelligence,Artificial Intelligence,OK,HIGH
Thematic,AIS US,VISTASHARES ARTIFICIAL INTELLIGENCE SUPERCYCLE ETF,Artificial Intelligence,Artificial Intelligence,OK,HIGH
Thematic,AIVC US,AMPLIFY BLOOMBERG AI VALUE CHAIN ETF,Artificial Intelligence,Artificial Intelligence,OK,HIGH
Thematic,AIVI US,WISDOMTREE INTERNATIONAL AI ENHANCED VALUE FUND,Artificial Intelligence,Artificial Intelligence,OK,HIGH
Thematic,AIVL US,WISDOMTREE US AI ENHANCED VALU,Artificial Intelligence,Artificial Intelligence,OK,HIGH
Thematic,ALAI US,ALGER AI ENABLERS & ADOPTERS ETF,Artificial Intelligence,Artificial Intelligence,OK,HIGH
Thematic,ANEW US,PROSHARES MSCI TRANSFORMATIONAL CHANGES ETF,Innovation,,UNCLEAR,LOW
Thematic,AOTG US,AOT GROWTH AND INNOVATION ETF,Innovation,,UNCLEAR,LOW
Thematic,AQWA US,GLOBAL X CLEAN WATER ETF,Water,Water,OK,HIGH
Thematic,ARKF US,ARK BLOCKCHAIN & FINTECH INNOVATION ETF,FinTech,FinTech,OK,HIGH
Thematic,ARKG US,ARK GENOMIC REVOLUTION ETF,Healthcare,Healthcare,OK,HIGH
Thematic,ARKK US,ARK INNOVATION ETF,Innovation,,UNCLEAR,LOW
Thematic,ARKQ US,ARK AUTONOMOUS TECHNOLOGY & ROBOTICS ETF,Robotics & Automation,Robotics & Automation,OK,HIGH
Thematic,ARKW US,ARK NEXT GENERATION INTERNET ETF,Cloud Computing,,UNCLEAR,LOW
Thematic,ARKX US,ARK SPACE & DEFENSE INNOVATION ETF,Space,Space,OK,HIGH
Thematic,ARTY US,ISHARES FUTURE AI & TECH ETF,Artificial Intelligence,Artificial Intelligence,OK,HIGH
Thematic,ARVR US,FIRST TRUST INDXX METAVERSE ETF,Metaverse & Video Gaming,,UNCLEAR,LOW
Thematic,AVIE US,AVANTIS INFLATION FOCUSED EQUITY ETF,Inflation,Inflation,OK,HIGH
Thematic,AWAY US,AMPLIFY TRAVEL TECH ETF,"Travel, Vacation & Leisure","Travel, Vacation & Leisure",OK,HIGH
Thematic,BAI US,ISHARES AI INNOVATION AND TECH ACTIVE ETF,Artificial Intelligence,Artificial Intelligence,OK,HIGH
Thematic,BATT US,AMPLIFY LITHIUM & BATTERY TECHNOLOGY ETF,Electric Car & Battery,Electric Car & Battery,OK,HIGH
Thematic,BCDF US,HORIZON KINETICS BLOCKCHAIN DEVELOPMENT ETF,Blockchain & Crypto,Blockchain & Crypto,OK,HIGH
Thematic,BEDZ US,ADVISORSHARES HOTEL ETF,"Travel, Vacation & Leisure","Travel, Vacation & Leisure",OK,HIGH
Thematic,BETZ US,ROUNDHILL SPORTS BETTING & IGAMING ETF,Sports & Esports,Sports & Esports,OK,HIGH
Thematic,BILD US,NOMURA GLOBAL LISTED INFRASTRUCTURE ETF,Infrastructure,Infrastructure,OK,HIGH
Thematic,BKCH US,GLOBAL X BLOCKCHAIN ETF,Blockchain & Crypto,Blockchain & Crypto,OK,HIGH
Thematic,BKGI US,BNY MELLON GLOBAL INFRASTRUCTURE INCOME ETF,Infrastructure,Infrastructure,OK,HIGH
Thematic,BLCN US,SIREN NEXGEN ECONOMY ETF,Blockchain & Crypto,Blockchain & Crypto,OK,HIGH
Thematic,BLOK US,AMPLIFY BLOCKCHAIN TECHNOLOGY ETF,Blockchain & Crypto,Blockchain & Crypto,OK,HIGH
Thematic,BMED US,ISHARES HEALTH INNOVATION ACTIVE ETF,Healthcare,Healthcare,OK,HIGH
Thematic,BMVP US,INVESCO BLOOMBERG MVP MULTI-FACTOR ETF,Strategy,,UNCLEAR,LOW
Thematic,BNGE US,FIRST TRUST S-NETWORK STREAMING AND GAMING ETF,Sports & Esports,,UNCLEAR,LOW
Thematic,BOAT US,SONICSHARES GLOBAL SHIPPING ETF,Infrastructure,,UNCLEAR,LOW
Thematic,BOTT US,THEMES HUMANOID ROBOTICS ETF,Robotics & Automation,Robotics & Automation,OK,HIGH
Thematic,BOTZ US,GLOBAL X ROBOTICS & ARTIFICIAL INTELLIGENCE ETF,Robotics & Automation,Robotics & Automation,OK,HIGH
Thematic,BPAY US,ISHARES FINTECH ACTIVE ETF,FinTech,FinTech,OK,HIGH
Thematic,BUG US,GLOBAL X CYBERSECURITY ETF,Cybersecurity,Cybersecurity,OK,HIGH
Thematic,BULD US,PACER BLUESTAR ENGINEERING THE FUTURE ETF,Robotics & Automation,,UNCLEAR,LOW
Thematic,BUYZ US,FRANKLIN DISRUPTIVE COMMERCE ETF,E-Commerce,E-Commerce,OK,HIGH
Thematic,BUZZ US,VANECK SOCIAL SENTIMENT ETF,General Thematic,,UNCLEAR,LOW
Thematic,BWEB US,BITWISE WEB3 ETF,Tech & Communications,Blockchain & Crypto,MISMATCH,HIGH
Thematic,CABZ US,ROUNDHILL ROBOTAXI AUTONOMOUS VEHICLES & TECHNOLOGY ETF,Robotics & Automation,Robotics & Automation,OK,HIGH
Thematic,CANC US,TEMA ONCOLOGY ETF,Healthcare,Healthcare,OK,HIGH
Thematic,CARZ US,FIRST TRUST S-NETWORK FUTURE VEHICLES & TECHNOLOGY ETF,Electric Car & Battery,,UNCLEAR,LOW
Thematic,CCNR US,ALPS CORECOMMODITY NATURAL RESOURCES ETF,Natural Resources,Natural Resources,OK,HIGH
Thematic,CCSO US,CARBON COLLECTIVE CLIMATE SOLUTIONS US EQUITY ETF,Low Carbon,Low Carbon,OK,HIGH
Thematic,CGW US,INVESCO S&P GLOBAL WATER INDEX ETF,Water,Water,OK,HIGH
Thematic,CHAT US,ROUNDHILL GENERATIVE AI & TECHNOLOGY ETF,Artificial Intelligence,Artificial Intelligence,OK,HIGH
Thematic,CHGX US,STANCE SUSTAINABLE BETA ETF,Environment,Environment,OK,MEDIUM
Thematic,CIBR US,FIRST TRUST NASDAQ CYBERSECURITY ETF,Cybersecurity,Cybersecurity,OK,HIGH
Thematic,CLOD US,THEMES CLOUD COMPUTING ETF,Cloud Computing,Cloud Computing,OK,HIGH
Thematic,CLOU US,GLOBAL X CLOUD COMPUTING ETF,Cloud Computing,Cloud Computing,OK,HIGH
Thematic,CNBS US,AMPLIFY SEYMOUR CANNABIS ETF,Cannabis and Psychedelics,Cannabis and Psychedelics,OK,HIGH
Thematic,CNRG US,STATE STREET SPDR S&P KENSHO CLEAN POWER ETF,Clean Energy,Clean Energy,OK,HIGH
Thematic,COPY US,TWEEDY BROWNE INSIDER + VALUE ETF,Cannabis and Psychedelics,Strategy,MISMATCH,HIGH
Thematic,CSD US,INVESCO S&P SPIN-OFF ETF,IPO & SPAC,IPO & SPAC,OK,HIGH
Thematic,CSNR US,COHEN & STEERS NATURAL RESOURCES ACTIVE ETF,Natural Resources,Natural Resources,OK,HIGH
Thematic,CTEC US,GLOBAL X CLIMATETECH ETF,Clean Energy,Clean Energy,OK,HIGH
Thematic,CTEX US,PROSHARES S&P KENSHO CLEANTECH ETF,Clean Energy,Clean Energy,OK,HIGH
Thematic,CUT US,INVESCO MSCI GLOBAL TIMBER ETF,Agriculture,Natural Resources,MISMATCH,HIGH
Thematic,DADS US,DIGITAL ASSET DEBT STRATEGY ETF,,,UNCLEAR,LOW
Thematic,DAPP US,VANECK DIGITAL TRANSFORMATION ETF,Blockchain & Crypto,,UNCLEAR,LOW
Thematic,DARP US,GRIZZLE GROWTH ETF,Innovation,,UNCLEAR,LOW
Thematic,DAT US,PROSHARES BIG DATA REFINERS ETF,Tech & Communications,,UNCLEAR,LOW
Thematic,DGIN US,VANECK DIGITAL INDIA ETF,EM Tech,,UNCLEAR,LOW
Thematic,DRGN US,THEMES CHINA GENERATIVE ARTIFICIAL INTELLIGENCE ETF,Artificial Intelligence,Artificial Intelligence,OK,HIGH
Thematic,DRIV US,GLOBAL X AUTONOMOUS & ELECTRIC VEHICLES ETF,Electric Car & Battery,,UNCLEAR,LOW
Thematic,DRNZ US,REX DRONE ETF,Drones,Drones,OK,HIGH
Thematic,DRUP US,GRANITESHARES NASDAQ SELECT DISRUPTORS ETF,General Thematic,,UNCLEAR,LOW
Thematic,DTCR US,GLOBAL X DATA CENTER & DIGITAL INFRASTRUCTURE ETF,5G,Infrastructure,MISMATCH,HIGH
Thematic,DTEC US,ALPS DISRUPTIVE TECHNOLOGIES ETF,Innovation,,UNCLEAR,LOW
Thematic,DTRE US,FIRST TRUST ALERIAN DISRUPTIVE TECHNOLOGY REAL ESTATE ETF,Infrastructure,,UNCLEAR,LOW
Thematic,EATZ US,ADVISORSHARES RESTAURANT ETF,"Travel, Vacation & Leisure","Travel, Vacation & Leisure",OK,HIGH
Thematic,EBIZ US,GLOBAL X E-COMMERCE ETF,E-Commerce,E-Commerce,OK,HIGH
Thematic,ECON US,COLUMBIA RESEARCH ENHANCED EMERGING ECONOMIES ETF,Consumer,,UNCLEAR,LOW
Thematic,EFRA US,ISHARES ENVIRONMENTAL INFRASTRUCTURE AND INDUSTRIALS ETF,Environment,Environment,OK,HIGH
Thematic,EKG US,FIRST TRUST NASDAQ LUX DIGITAL HEALTH SOLUTIONS ETF,Healthcare,Healthcare,OK,HIGH
Thematic,ELFY US,ALPS ELECTRIFICATION INFRASTRUCTURE ETF,Infrastructure,Infrastructure,OK,HIGH
Thematic,EMCR US,XTRACKERS EMERGING MARKETS CARBON REDUCTION AND CLIMATE IMPROVERS ETF,Low Carbon,Low Carbon,OK,HIGH
Thematic,EMDM US,FIRST TRUST BLOOMBERG EMERGING MARKET DEMOCRACIES ETF,Corporate Culture,,UNCLEAR,LOW
Thematic,EMIF US,ISHARES EMERGING MARKETS INFRASTRUCTURE ETF,Infrastructure,Infrastructure,OK,HIGH
Thematic,EMLP US,FIRST TRUST NORTH AMERICAN ENERGY INFRASTRUCTURE FUND,Infrastructure,Infrastructure,OK,HIGH
Thematic,EMQQ US,EMERGING MARKETS INTERNET ETF/THE,EM Tech,EM Tech,OK,MEDIUM
Thematic,ENFR US,ALERIAN ENERGY INFRASTRUCTURE ETF,Infrastructure,Infrastructure,OK,HIGH
Thematic,EPAI US,HARBOR AI INFLECTION STRATEGY ETF,Artificial Intelligence,Artificial Intelligence,OK,HIGH
Thematic,ERET US,ISHARES ENVIRONMENTALLY AWARE REAL ESTATE ETF,Environment,,UNCLEAR,LOW
Thematic,ERTH US,INVESCO MSCI SUSTAINABLE FUTURE ETF,Environment,Environment,OK,MEDIUM
Thematic,ESPO US,VANECK VIDEO GAMING AND ESPORTS ETF,Sports & Esports,Sports & Esports,OK,HIGH
Thematic,ETEC US,ISHARES BREAKTHROUGH ENVIRONMENTAL SOLUTIONS ETF,Environment,Environment,OK,MEDIUM
Thematic,ETHO US,AMPLIFY ETHO CLIMATE LEADERSHIP US ETF,Low Carbon,Low Carbon,OK,HIGH
Thematic,EUAD US,SELECT STOXX EUROPE AEROSPACE & DEFENSE ETF,Defense,Defense,OK,HIGH
Thematic,EVX US,VANECK ENVIRONMENTAL SERVICES ETF,Environment,Environment,OK,MEDIUM
Thematic,FAI US,FIRST TRUST BLOOMBERG ARTIFICIAL INTELLIGENCE ETF,Artificial Intelligence,Artificial Intelligence,OK,HIGH
Thematic,FAN US,FIRST TRUST GLOBAL WIND ENERGY ETF,Clean Energy,Clean Energy,OK,HIGH
Thematic,FBOT US,FIDELITY DISRUPTIVE AUTOMATION ETF,Robotics & Automation,Robotics & Automation,OK,HIGH
Thematic,FCLD US,FIDELITY CLOUD COMPUTING ETF,Cloud Computing,Cloud Computing,OK,HIGH
Thematic,FCPI US,FIDELITY STOCKS FOR INFLATION ETF,Inflation,Inflation,OK,HIGH
Thematic,FDCF US,FIDELITY DISRUPTIVE COMMUNICATIONS ETF,5G,,UNCLEAR,LOW
Thematic,FDFF US,FIDELITY DISRUPTIVE FINANCE ETF,FinTech,,UNCLEAR,LOW
Thematic,FDIF US,FIDELITY DISRUPTORS ETF,General Thematic,,UNCLEAR,LOW
Thematic,FDRV US,FIDELITY ELECTRIC VEHICLES AND FUTURE TRANSPORTATION ETF,Electric Car & Battery,,UNCLEAR,LOW
Thematic,FDTX US,FIDELITY DISRUPTIVE TECHNOLOGY ETF,Tech & Communications,,UNCLEAR,LOW
Thematic,FINX US,GLOBAL X FINTECH ETF,FinTech,FinTech,OK,HIGH
Thematic,FIW US,FIRST TRUST WATER ETF,Water,Water,OK,HIGH
Thematic,FMED US,FIDELITY DISRUPTIVE MEDICINE ETF,Healthcare,Healthcare,OK,HIGH
Thematic,FMET US,FIDELITY METAVERSE ETF,Metaverse & Video Gaming,,UNCLEAR,LOW
Thematic,FMQQ US,FMQQ THE NEXT FRONTIER INTERNET ETF,EM Tech,,UNCLEAR,LOW
Thematic,FPX US,FIRST TRUST US EQUITY OPPORTUNITIES ETF,IPO & SPAC,,UNCLEAR,LOW
Thematic,FPXE US,FIRST TRUST IPOX EUROPE EQUITY OPPORTUNITIES ETF,IPO & SPAC,,UNCLEAR,LOW
Thematic,FPXI US,FIRST TRUST INTERNATIONAL EQUITY OPPORTUNITIES ETF,IPO & SPAC,,UNCLEAR,LOW
Thematic,FRNW US,FIDELITY CLEAN ENERGY ETF,Clean Energy,Clean Energy,OK,HIGH
Thematic,FTAG US,FIRST TRUST INDXX GLOBAL AGRICULTURE ETF,Agriculture,Agriculture,OK,HIGH
Thematic,FTIF US,FIRST TRUST BLOOMBERG INFLATION SENSITIVE EQUITY ETF,Inflation,Inflation,OK,HIGH
Thematic,FTRI US,FIRST TRUST INDXX GLOBAL NATURAL RESOURCES INCOME ETF,Natural Resources,Natural Resources,OK,HIGH
Thematic,FTWO US,STRIVE NATURAL RESOURCES AND SECURITY ETF,Natural Resources,Natural Resources,OK,HIGH
Thematic,FWD US,AB DISRUPTORS ETF,Innovation,,UNCLEAR,LOW
Thematic,GAMR US,AMPLIFY VIDEO GAME LEADERS ETF,Sports & Esports,Sports & Esports,OK,HIGH
Thematic,GCAD US,GABELLI COMMERCIAL AEROSPACE AND DEFENSE ETF,Space,Defense,MISMATCH,HIGH
Thematic,GDOC US,GOLDMAN SACHS FUTURE HEALTH CARE EQUITY ETF,Healthcare,Healthcare,OK,HIGH
Thematic,GGME US,INVESCO NEXT GEN MEDIA AND GAMING ETF,Sports & Esports,,UNCLEAR,LOW
Thematic,GGRW US,GABELLI GROWTH INNOVATORS ETF,Innovation,,UNCLEAR,LOW
Thematic,GGTL US,GABELLI GLOBAL TECHNOLOGY LEADERS ETF,General Thematic,,UNCLEAR,LOW
Thematic,GII US,STATE STREET SPDR S&P GLOBAL INFRASTRUCTURE ETF,Infrastructure,Infrastructure,OK,HIGH
Thematic,GINN US,GOLDMAN SACHS INNOVATE EQUITY ETF,Innovation,,UNCLEAR,LOW
Thematic,GNOM US,GLOBAL X GENOMICS & BIOTECHNOLOGY ETF,Healthcare,Healthcare,OK,HIGH
Thematic,GNR US,STATE STREET SPDR S&P GLOBAL NATURAL RESOURCES ETF,Natural Resources,Natural Resources,OK,HIGH
Thematic,GRID US,FIRST TRUST NASDAQ CLEAN EDGE SMART GRID INFRASTRUCTURE INDEX FUND,Infrastructure,Infrastructure,OK,HIGH
Thematic,GTEK US,THE GOLDMAN SACHS FUTURE TECH LEADERS EQUITY ETF,Innovation,,UNCLEAR,LOW
Thematic,GUNR US,FLEXSHARES MORNINGSTAR GLOBAL UPSTREAM NATURAL RESOURCES INDEX FUND,Natural Resources,Natural Resources,OK,HIGH
Thematic,HACK US,AMPLIFY CYBERSECURITY ETF,Cybersecurity,Cybersecurity,OK,HIGH
Thematic,HAIL US,STATE STREET SPDR S&P KENSHO SMART MOBILITY ETF,Electric Car & Battery,Electric Car & Battery,OK,HIGH
Thematic,HAP US,VANECK NATURAL RESOURCES ETF,Natural Resources,Natural Resources,OK,HIGH
Thematic,HAPI US,HARBOR HUMAN CAPITAL FACTOR US LARGE CAP ETF,Corporate Culture,Corporate Culture,OK,HIGH
Thematic,HAPS US,HARBOR HUMAN CAPITAL FACTOR US SMALL CAP ETF,Corporate Culture,Corporate Culture,OK,HIGH
Thematic,HEAL US,GLOBAL X HEALTHTECH ETF,Healthcare,Healthcare,OK,HIGH
Thematic,HELX US,FRANKLIN GENOMIC ADVANCEMENTS ETF,Healthcare,Healthcare,OK,HIGH
Thematic,HERO US,GLOBAL X VIDEO GAMES & ESPORTS ETF,Sports & Esports,Sports & Esports,OK,HIGH
Thematic,HOMZ US,HOYA CAPITAL HOUSING ETF,Housing,,UNCLEAR,LOW
Thematic,HRTS US,TEMA HEART & HEALTH ETF,Healthcare,Healthcare,OK,HIGH
Thematic,HTEC US,ROBO GLOBAL R HEALTHCARE TECHNOLOGY AND INNOVATION ETF,Healthcare,Healthcare,OK,HIGH
Thematic,HUMN US,ROUNDHILL HUMANOID ROBOTICS ETF,Robotics & Automation,Robotics & Automation,OK,HIGH
Thematic,HWAY US,THEMES US INFRASTRUCTURE ETF,Infrastructure,Infrastructure,OK,HIGH
Thematic,HYDR US,GLOBAL X HYDROGEN ETF,Clean Energy,Clean Energy,OK,HIGH
Thematic,IBLC US,ISHARES BLOCKCHAIN AND TECH ETF,Blockchain & Crypto,Blockchain & Crypto,OK,HIGH
Thematic,IBOT US,VANECK ROBOTICS ETF,Robotics & Automation,Robotics & Automation,OK,HIGH
Thematic,IBRN US,ISHARES NEUROSCIENCE AND HEALTHCARE ETF,Healthcare,Healthcare,OK,HIGH
Thematic,IBUY US,AMPLIFY ONLINE RETAIL ETF,Consumer,,UNCLEAR,LOW
Thematic,ICLN US,ISHARES GLOBAL CLEAN ENERGY ETF,Clean Energy,Clean Energy,OK,HIGH
Thematic,IDNA US,ISHARES GENOMICS IMMUNOLOGY AND HEALTHCARE ETF,Healthcare,Healthcare,OK,HIGH
Thematic,IDRV US,ISHARES SELF-DRIVING EV AND TECH ETF,Electric Car & Battery,,UNCLEAR,LOW
Thematic,IFRA US,ISHARES U.S. INFRASTRUCTURE ETF,Infrastructure,Infrastructure,OK,HIGH
Thematic,IGE US,ISHARES NORTH AMERICAN NATURAL RESOURCES ETF,Natural Resources,Natural Resources,OK,HIGH
Thematic,IGF US,ISHARES GLOBAL INFRASTRUCTURE ETF,Infrastructure,Infrastructure,OK,HIGH
Thematic,IGPT US,INVESCO AI AND NEXT GEN SOFTWARE ETF,Artificial Intelligence,Artificial Intelligence,OK,HIGH
Thematic,IHAK US,ISHARES CYBERSECURITY AND TECH ETF,Cybersecurity,Cybersecurity,OK,HIGH
Thematic,IHI US,ISHARES U.S. MEDICAL DEVICES ETF,Healthcare,Healthcare,OK,HIGH
Thematic,ILDR US,FIRST TRUST INNOVATION LEADERS ETF,Innovation,,UNCLEAR,LOW
Thematic,ILIT US,ISHARES LITHIUM MINERS AND PRODUCERS ETF,Electric Car & Battery,,UNCLEAR,LOW
Thematic,INCO US,COLUMBIA INDIA CONSUMER ETF,Consumer,,UNCLEAR,LOW
Thematic,INFL US,HORIZON KINETICS INFLATION BENEFICIARIES ETF,Inflation,Inflation,OK,HIGH
Thematic,INQQ US,INQQ THE INDIA INTERNET ETF,EM Tech,,UNCLEAR,LOW
Thematic,INVN US,ALGER RUSSELL INNOVATION ETF,General Thematic,,UNCLEAR,LOW
Thematic,ION US,PROSHARES S&P GLOBAL CORE BATTERY METALS ETF,Electric Car & Battery,Electric Car & Battery,OK,HIGH
Thematic,IPAV US,GLOBAL X INFRASTRUCTURE DEVELOPMENT EX-US ETF,Infrastructure,Infrastructure,OK,HIGH
Thematic,IPAY US,AMPLIFY DIGITAL PAYMENTS ETF,FinTech,,UNCLEAR,LOW
Thematic,IPO US,RENAISSANCE IPO ETF,IPO & SPAC,IPO & SPAC,OK,HIGH
Thematic,IPOS US,RENAISSANCE INTERNATIONAL IPO ETF,IPO & SPAC,IPO & SPAC,OK,HIGH
Thematic,IQM US,FRANKLIN INTELLIGENT MACHINES ETF,Artificial Intelligence,,UNCLEAR,LOW
Thematic,IQRA US,NYLI CBRE REAL ASSETS ETF,Infrastructure,,UNCLEAR,LOW
Thematic,ISHP US,FIRST TRUST S-NETWORK E-COMMERCE ETF,E-Commerce,E-Commerce,OK,HIGH
Thematic,ISMD US,INSPIRE SMALL/MID CAP ETF,Corporate Culture,,UNCLEAR,LOW
Thematic,ITA US,ISHARES U.S. AEROSPACE & DEFENSE ETF,Defense,Defense,OK,HIGH
