ticker,fund_name,issuer,column,existing_value,suggested_value,confidence
LAPR US,INNOVATOR PREMIUM INCOME 15 BUFFER ETF - APRIL,Innovator ETF Trust,mechanism,physical,options,HIGH
LBAY US,LEATHERBACK LONG/SHORT ALTERNATIVE YIELD ETF,Tidal Trust I,primary_strategy,Income,Plain Beta,HIGH
LBAY US,LEATHERBACK LONG/SHORT ALTERNATIVE YIELD ETF,Tidal Trust I,sub_strategy,Alternative Income,Broad,HIGH
LCDL US,GRANITESHARES 2X LONG LCID DAILY ETF,GraniteShares ETF Trust,underlier_name,LCID US,LCID,HIGH
LCDL US,GRANITESHARES 2X LONG LCID DAILY ETF,GraniteShares ETF Trust,mechanism,physical,swap,HIGH
LCR US,LEUTHOLD CORE ETF,Managed Portfolio Series/Leuth,sub_strategy,Allocation,Broad,HIGH
LEGR US,FIRST TRUST INDXX INNOVATIVE TRANSACTION & PROCESS ETF,First Trust Exchange-Traded Fu,sub_strategy,Thematic,Single-Access,MEDIUM
LEMB US,ISHARES J.P. MORGAN EM LOCAL CURRENCY BOND ETF,iShares Inc,asset_class,Fixed Income,Currency,HIGH
LEMB US,ISHARES J.P. MORGAN EM LOCAL CURRENCY BOND ETF,iShares Inc,primary_strategy,Plain Beta,Defined Outcome,MEDIUM
LEMB US,ISHARES J.P. MORGAN EM LOCAL CURRENCY BOND ETF,iShares Inc,sub_strategy,Broad,Floor,MEDIUM
LEMB US,ISHARES J.P. MORGAN EM LOCAL CURRENCY BOND ETF,iShares Inc,mechanism,physical,options,HIGH
LEND US,SEI HIGH YIELD BOND & ALTERNATIVE CREDIT ETF,SEI Exchange Traded Funds,asset_class,Equity,Fixed Income,HIGH
LEUX US,TRADR 2X LONG LEU DAILY ETF,Investment Managers Series Tru,underlier_name,KEY,LEU,HIGH
LEUX US,TRADR 2X LONG LEU DAILY ETF,Investment Managers Series Tru,mechanism,physical,swap,HIGH
LEXI US,ALEXIS PRACTICAL TACTICAL ETF,Listed Funds Trust,sub_strategy,Allocation,Broad,HIGH
LFEQ US,VANECK LONG/FLAT TREND ETF,VanEck ETFs/USA,sub_strategy,Allocation,Broad,HIGH
LFGY US,YIELDMAX CRYPTO INDUSTRY & TECH PORTFOLIO OPTION INCOME ETF,Tidal Trust II,asset_class,Equity,Crypto,HIGH
LFGY US,YIELDMAX CRYPTO INDUSTRY & TECH PORTFOLIO OPTION INCOME ETF,Tidal Trust II,primary_strategy,Income,Plain Beta,MEDIUM
LFGY US,YIELDMAX CRYPTO INDUSTRY & TECH PORTFOLIO OPTION INCOME ETF,Tidal Trust II,sub_strategy,Derivative Income > Covered Call,Single-Access,MEDIUM
LFGY US,YIELDMAX CRYPTO INDUSTRY & TECH PORTFOLIO OPTION INCOME ETF,Tidal Trust II,mechanism,physical,options,MEDIUM
LGDX US,INTECH S&P LARGE CAP DIVERSIFIED ALPHA ETF,Tidal Trust III,sub_strategy,Style,Broad,LOW
LGH US,HCM DEFENDER 500 INDEX ETF,Northern Lights Fund Trust III,sub_strategy,Allocation,Broad,HIGH
LGHT US,LANGAR GLOBAL HEALTHTECH ETF,Spinnaker ETF Trust,sub_strategy,Broad,Sector,MEDIUM
LGLV US,STATE STREET SPDR US LARGE CAP LOW VOLATILITY INDEX ETF,SPDR Series Trust,sub_strategy,Style,Broad,LOW
LINT US,DIREXION DAILY INTC BULL 2X ETF,Direxion ETFs/USA,underlier_name,INTC US,INTC,HIGH
LINT US,DIREXION DAILY INTC BULL 2X ETF,Direxion ETFs/USA,mechanism,physical,swap,HIGH
LITX US,TRADR 2X LONG LITE DAILY ETF,Investment Managers Series Tru,mechanism,physical,swap,HIGH
LJAN US,INNOVATOR PREMIUM INCOME 15 BUFFER ETF - JANUARY,Innovator ETF Trust,mechanism,physical,options,HIGH
LJUL US,INNOVATOR PREMIUM INCOME 15 BUFFER ETF - JULY,Innovator ETF Trust,mechanism,physical,options,HIGH
LLII US,REX LLY GROWTH & INCOME ETF,REX ETF Trust,primary_strategy,Income,L&I,HIGH
LLII US,REX LLY GROWTH & INCOME ETF,REX ETF Trust,sub_strategy,Derivative Income > Covered Call,Long,HIGH
LLII US,REX LLY GROWTH & INCOME ETF,REX ETF Trust,underlier_name,LLY US,LLY,HIGH
LLII US,REX LLY GROWTH & INCOME ETF,REX ETF Trust,mechanism,physical,swap,MEDIUM
LLYX US,DEFIANCE DAILY TARGET 2X LONG LLY ETF,Tidal Trust II,underlier_name,LLY US,LLY,HIGH
LLYX US,DEFIANCE DAILY TARGET 2X LONG LLY ETF,Tidal Trust II,mechanism,physical,swap,HIGH
LMNX US,DEFIANCE DAILY TARGET 2X LONG LMND ETF,Tidal Trust II,underlier_name,LMND US,LMND,HIGH
LMNX US,DEFIANCE DAILY TARGET 2X LONG LMND ETF,Tidal Trust II,mechanism,physical,swap,HIGH
LMTL US,DIREXION DAILY LMT BULL 2X ETF,Direxion ETFs/USA,underlier_name,LMT US,LMT,HIGH
LMTL US,DIREXION DAILY LMT BULL 2X ETF,Direxion ETFs/USA,mechanism,physical,swap,HIGH
LNGX US,GLOBAL X US NATURAL GAS ETF,Global X ETFs/USA,asset_class,Commodity,Equity,HIGH
LNOK US,DEFIANCE DAILY TARGET 2X LONG NOK ETF,Tidal Trust II,mechanism,physical,swap,HIGH
LOCT US,INNOVATOR PREMIUM INCOME 15 BUFFER ETF-OCTOBER,Innovator ETF Trust,mechanism,physical,options,HIGH
LONZ US,PIMCO SENIOR LOAN ACTIVE EXCHANGE-TRADED FUND,Pimco ETF Trust,mechanism,physical,options,MEDIUM
LOPP US,GABELLI LOVE OUR PLANET & PEOPLE ETF,Gabelli ETFs Trust,sub_strategy,Thematic,Broad,LOW
LOTI US,LIBERTY ONE TACTICAL INCOME ETF,Two Roads Shared Trust/Liberty,sub_strategy,Allocation,Broad,HIGH
LOWV US,AB US LOW VOLATILITY EQUITY ETF,AB Active ETFs Inc,sub_strategy,Style,Broad,LOW
LQAI US,LG QRAFT AI-POWERED US LARGE CAP CORE ETF,Exchange Listed Funds Trust,sub_strategy,Thematic,Broad,LOW
LQDH US,ISHARES INTEREST RATE HEDGED CORPORATE BOND ETF,iShares US ETF Trust,mechanism,physical,options,MEDIUM
LQDI US,ISHARES INFLATION HEDGED CORPORATE BOND ETF,iShares US ETF Trust,mechanism,physical,swap,HIGH
LQDW US,ISHARES INVESTMENT GRADE CORPORATE BOND BUYWRITE STRATEGY ETF,iShares Trust,mechanism,physical,options,HIGH
LQID US,KURV ENHANCED SHORT MATURITY ETF,Kurv ETF Trust,mechanism,physical,options,MEDIUM
LQTI US,FT VEST INVESTMENT GRADE & TARGET INCOME ETF,First Trust Exchange-Traded Fu,primary_strategy,Income,Plain Beta,HIGH
LQTI US,FT VEST INVESTMENT GRADE & TARGET INCOME ETF,First Trust Exchange-Traded Fu,sub_strategy,Derivative Income > Covered Call,Broad,HIGH
LQTI US,FT VEST INVESTMENT GRADE & TARGET INCOME ETF,First Trust Exchange-Traded Fu,mechanism,physical,options,MEDIUM
LRCU US,TRADR 2X LONG LRCX DAILY ETF,Investment Managers Series Tru,underlier_name,LRCX,LCRXF,HIGH
LRCU US,TRADR 2X LONG LRCX DAILY ETF,Investment Managers Series Tru,mechanism,physical,swap,HIGH
LRGE US,CLEARBRIDGE LARGE CAP GROWTH SELECT ETF,Legg Mason ETF Investment Trus,sub_strategy,Style,Thematic,MEDIUM
LSAT US,LEADERSHARES ALPHAFACTOR TACTICAL FOCUSED ETF,Two Roads Shared Trust/Redwood,sub_strategy,Allocation,Broad,HIGH
LSAT US,LEADERSHARES ALPHAFACTOR TACTICAL FOCUSED ETF,Two Roads Shared Trust/Redwood,mechanism,physical,options,MEDIUM
LSEQ US,HARBOR LONG-SHORT EQUITY ETF,Harbor ETF Trust,mechanism,physical,options,MEDIUM
LTCC US,CANARY LITECOIN ETF,CSC Delaware Trust Co,underlier_name,Litecoin,XLCUSD,HIGH
LTL US,PROSHARES ULTRA COMMUNICATION SERVICES,ProShares Trust,direction,long,neutral,HIGH
LTL US,PROSHARES ULTRA COMMUNICATION SERVICES,ProShares Trust,mechanism,physical,swap,HIGH
LTTI US,FT VEST 20+ YEAR TREASURY & TARGET INCOME ETF,First Trust Exchange-Traded Fu,primary_strategy,Income,Plain Beta,HIGH
LTTI US,FT VEST 20+ YEAR TREASURY & TARGET INCOME ETF,First Trust Exchange-Traded Fu,sub_strategy,Derivative Income > Covered Call,Broad,HIGH
LTTI US,FT VEST 20+ YEAR TREASURY & TARGET INCOME ETF,First Trust Exchange-Traded Fu,mechanism,physical,options,MEDIUM
LULG US,LEVERAGE SHARES 2X LONG LULU DAILY ETF,Themes ETF Trust,underlier_name,LULU US,LULU,HIGH
LULG US,LEVERAGE SHARES 2X LONG LULU DAILY ETF,Themes ETF Trust,mechanism,physical,swap,HIGH
LUNL US,DEFIANCE DAILY TARGET 2X LONG LUNR ETF,Tidal Trust II,underlier_name,LUNR US,LUNR,HIGH
LUNL US,DEFIANCE DAILY TARGET 2X LONG LUNR ETF,Tidal Trust II,mechanism,physical,swap,HIGH
LVHD US,FRANKLIN U.S. LOW VOLATILITY HIGH DIVIDEND INDEX ETF,Legg Mason ETF Investment Trus,asset_class,Volatility,Equity,HIGH
LVHD US,FRANKLIN U.S. LOW VOLATILITY HIGH DIVIDEND INDEX ETF,Legg Mason ETF Investment Trus,sub_strategy,Style,Broad,LOW
LVHI US,FRANKLIN INTERNATIONAL LOW VOLATILITY HIGH DIVIDEND INDEX ETF,Legg Mason ETF Investment Trus,asset_class,Volatility,Equity,HIGH
LVHI US,FRANKLIN INTERNATIONAL LOW VOLATILITY HIGH DIVIDEND INDEX ETF,Legg Mason ETF Investment Trus,sub_strategy,Style,Broad,MEDIUM
MAAY US,GRANITESHARES YIELDBOOST MARA ETF,GraniteShares ETF Trust,concentration,single,basket,MEDIUM
MAAY US,GRANITESHARES YIELDBOOST MARA ETF,GraniteShares ETF Trust,mechanism,physical,options,HIGH
MADE US,ISHARES US MANUFACTURING ETF,iShares Trust,sub_strategy,Broad,Sector,MEDIUM
MAGC US,ROUNDHILL CHINA MAGNIFICENT SEVEN ETF,Roundhill ETF Trust,mechanism,physical,swap,HIGH
MAGG US,MADISON AGGREGATE BOND ETF,Madison Funds,mechanism,physical,options,MEDIUM
MAGO US,TUTTLE CAPITAL MAGNIFICENT 7 INCOME BLAST ETF,ETF Opportunities Trust/Tuttle,primary_strategy,Income,Plain Beta,LOW
MAGO US,TUTTLE CAPITAL MAGNIFICENT 7 INCOME BLAST ETF,ETF Opportunities Trust/Tuttle,sub_strategy,Derivative Income > Covered Call,Broad,LOW
MAGS US,ROUNDHILL MAGNIFICENT SEVEN ETF,Listed Funds Trust,sub_strategy,Broad,Thematic,MEDIUM
MAGS US,ROUNDHILL MAGNIFICENT SEVEN ETF,Listed Funds Trust,mechanism,physical,swap,HIGH
MAGX US,ROUNDHILL DAILY 2X LONG MAGNIFICENT SEVEN ETF,Roundhill ETF Trust,mechanism,physical,swap,HIGH
MAGY US,ROUNDHILL MAGNIFICENT SEVEN COVERED CALL ETF,Roundhill ETF Trust,mechanism,physical,options,HIGH
MANI US,MAN ACTIVE INCOME ETF,MAN ETF Series Trust,mechanism,physical,options,MEDIUM
MAPP US,HARBOR MULTI-ASSET EXPLORER ETF,Harbor ETF Trust,sub_strategy,Allocation,Broad,HIGH
MARB US,FIRST TRUST MERGER ARBITRAGE ETF,First Trust Exchange-Traded Fu,sub_strategy,Alternatives,Risk-Adaptive,HIGH
MARM US,FT VEST US EQUITY MAX BUFFER ETF - MARCH,First Trust Exchange-Traded Fu,mechanism,physical,options,HIGH
MARO US,YIELDMAX MARA OPTION INCOME STRATEGY ETF,Tidal Trust II,underlier_name,MARA US,MARA,HIGH
MARO US,YIELDMAX MARA OPTION INCOME STRATEGY ETF,Tidal Trust II,mechanism,physical,options,HIGH
MART US,ALLIANZIM US EQUITY BUFFER10 MAR ETF,AIM ETF Products Trust,mechanism,physical,options,HIGH
MARU US,ALLIANZIM US EQUITY BUFFER15 UNCAPPED MAR ETF,AIM ETF Products Trust,mechanism,physical,options,HIGH
MARW US,ALLIANZIM US EQ BUFFER20 MAR,AIM ETF Products Trust,mechanism,physical,options,HIGH
MARZ US,ELEVATION SERIES TRUST - TRUESHARES STRUCTURED OUTCOME MARCH ETF,Elevation Series Trust,mechanism,physical,options,HIGH
MATE US,MAN ACTIVE TREND ENHANCED ETF,MAN ETF Series Trust,asset_class,Equity,Multi-Asset,HIGH
MATE US,MAN ACTIVE TREND ENHANCED ETF,MAN ETF Series Trust,primary_strategy,Plain Beta,Income,MEDIUM
MATE US,MAN ACTIVE TREND ENHANCED ETF,MAN ETF Series Trust,sub_strategy,Broad,Derivative Income > Covered Call,MEDIUM
MATE US,MAN ACTIVE TREND ENHANCED ETF,MAN ETF Series Trust,mechanism,physical,options,HIGH
MAXI US,SIMPLIFY BITCOIN STRATEGY PLUS INCOME ETF,Simplify Exchange Traded Funds,concentration,single,basket,MEDIUM
MAXI US,SIMPLIFY BITCOIN STRATEGY PLUS INCOME ETF,Simplify Exchange Traded Funds,mechanism,physical,options,MEDIUM
MAXJ US,ISHARES LARGE CAP MAX BUFFER JUN ETF,iShares Trust,mechanism,physical,options,HIGH
MAYM US,FT VEST US EQUITY MAX BUFFER ETF - MAY,First Trust Exchange-Traded Fu,mechanism,physical,options,HIGH
MAYP US,PGIM S&P 500 BUFFER 12 ETF - MAY,PGIM Rock ETF Trust,mechanism,physical,options,HIGH
MAYP US,PGIM S&P 500 BUFFER 12 ETF - MAY,PGIM Rock ETF Trust,buffer_pct,12.0,500.0,HIGH
MAYT US,ALLIANZIM US EQUITY BUFFER10 MAY ETF,AIM ETF Products Trust,mechanism,physical,options,HIGH
MAYU US,ALLIANZIM US EQUITY BUFFER15 UNCAPPED MAY ETF,AIM ETF Products Trust,mechanism,physical,options,HIGH
MAYW US,ALLIANZIM US EQ BUFFER20 MAY,AIM ETF Products Trust,mechanism,physical,options,HIGH
MAYZ US,ELEVATION SERIES TRUST - TRUESHARES STRUCTURED OUTCOME MAY ETF,Elevation Series Trust,mechanism,physical,options,HIGH
MBBA US,ISHARES MORTGAGE-BACKED SECURITIES ACTIVE ETF,Blackrock ETF Trust II,mechanism,physical,swap,HIGH
MBS US,ANGEL OAK MORTGAGE-BACKED SECURITIES ETF,Angel Oak Funds Trust,mechanism,physical,options,MEDIUM
MDAA US,MYRIAD DYNAMIC ASSET ALLOCATION ETF,Series Portfolio Trust/Myriad,sub_strategy,Allocation,Broad,HIGH
MDEV US,FIRST TRUST INDXX MEDICAL DEVICES ETF,First Trust Exchange-Traded Fu,sub_strategy,Thematic,Sector,MEDIUM
MDIV US,FIRST TRUST MULTI-ASSET DIVERSIFIED INCOME INDEX FUND,First Trust Exchange-Traded Fu,sub_strategy,Allocation,Broad,HIGH
MDST US,WESTWOOD SALIENT ENHANCED MIDSTREAM INCOME ETF,Ultimus Managers Trust/Westwoo,mechanism,physical,options,MEDIUM
MEDI US,HARBOR HEALTH CARE ETF,Harbor ETF Trust,sub_strategy,Thematic,Sector,MEDIUM
MEDX US,HORIZON KINETICS MEDICAL ETF,Listed Funds Trust,sub_strategy,Thematic,Sector,MEDIUM
MEMA US,MAN ACTIVE EMERGING MARKETS ALTERNATIVE ETF,MAN ETF Series Trust,mechanism,physical,swap,HIGH
MEMY US,TUTTLE CAPITAL MEME STOCK INCOME BLAST ETF,ETF Opportunities Trust/Tuttle,primary_strategy,Income,Plain Beta,LOW
MEMY US,TUTTLE CAPITAL MEME STOCK INCOME BLAST ETF,ETF Opportunities Trust/Tuttle,sub_strategy,Derivative Income > Covered Call,Broad,LOW
METD US,DIREXION DAILY META BEAR 1X ETF,Direxion ETFs/USA,underlier_name,META US,META,HIGH
METD US,DIREXION DAILY META BEAR 1X ETF,Direxion ETFs/USA,mechanism,physical,swap,HIGH
METL US,SPROTT ACTIVE METALS & MINERS ETF,Sprott Funds Trust,sub_strategy,Broad,Sector,MEDIUM
METU US,DIREXION DAILY META BULL 2X ETF,Direxion ETFs/USA,underlier_name,META US,META,HIGH
METU US,DIREXION DAILY META BULL 2X ETF,Direxion ETFs/USA,mechanism,physical,swap,HIGH
METW US,ROUNDHILL META WEEKLYPAY ETF,Roundhill ETF Trust,sub_strategy,Derivative Income > Covered Call,Derivative Income > 0DTE / Weekly,HIGH
METW US,ROUNDHILL META WEEKLYPAY ETF,Roundhill ETF Trust,underlier_name,META US,META,HIGH
METW US,ROUNDHILL META WEEKLYPAY ETF,Roundhill ETF Trust,mechanism,physical,swap,HIGH
MEXX US,DIREXION DAILY MSCI MEXICO BULL 3X ETF,Direxion ETFs/USA,mechanism,physical,swap,HIGH
MFUL US,MINDFUL CONSERVATIVE ETF,Tuttle Tactical ETFs/USA,sub_strategy,Allocation,Broad,HIGH
MFUT US,CAMBRIA CHESAPEAKE PURE TREND ETF,Tidal Trust II,sub_strategy,Allocation,Broad,HIGH
MFUT US,CAMBRIA CHESAPEAKE PURE TREND ETF,Tidal Trust II,mechanism,physical,options,MEDIUM
MGNR US,AMERICAN BEACON GLG NATURAL RESOURCES ETF,American Beacon Funds,sub_strategy,Thematic,Broad,LOW
MHY US,MAN ACTIVE HIGH YIELD ETF,MAN ETF Series Trust,mechanism,physical,options,MEDIUM
MID US,AMERICAN CENTURY MID CAP GROWTH IMPACT ETF,American Century ETF Trust,sub_strategy,Style,Sector,MEDIUM
MIDU US,DIREXION DAILY MID CAP BULL 3X ETF,Direxion ETFs/USA,mechanism,physical,swap,HIGH
MILN US,GLOBAL X FUNDS GLOBAL X MILLENNIAL CONSUMER ETF,Global X ETFs/USA,sub_strategy,Thematic,Broad,MEDIUM
MINV US,MATTHEWS ASIA INNOVATORS ACTIVE ETF,Matthews International Funds,sub_strategy,Thematic,Sector,MEDIUM
MINY US,YIELDMAX STRATEGIC METALS & MINING PORTFOLIO OPTION INCOME ETF,Tidal Trust II,mechanism,physical,options,HIGH
MISL US,FIRST TRUST INDXX AEROSPACE & DEFENSE ETF,First Trust Exchange-Traded Fu,sub_strategy,Thematic,Broad,LOW
MKAM US,MKAM ETF,EA Series Trust,sub_strategy,Allocation,Broad,HIGH
MKTN US,FEDERATED HERMES MDT MARKET NEUTRAL ETF,Federated Hermes Etf Trust,primary_strategy,Risk Mgmt,Plain Beta,HIGH
MKTN US,FEDERATED HERMES MDT MARKET NEUTRAL ETF,Federated Hermes Etf Trust,sub_strategy,Alternatives,Broad,HIGH
MLPA US,GLOBAL X MLP ETF,Global X ETFs/USA,sub_strategy,Thematic,Broad,MEDIUM
MLPD US,GLOBAL X MLP & ENERGY INFRASTRUCTURE COVERED CALL ETF,Global X ETFs/USA,mechanism,physical,options,HIGH
MLPI US,NEOS MLP & ENERGY INFRASTRUCTURE HIGH INCOME ETF,Neos ETF Trust,primary_strategy,Income,Plain Beta,MEDIUM
MLPI US,NEOS MLP & ENERGY INFRASTRUCTURE HIGH INCOME ETF,Neos ETF Trust,sub_strategy,Derivative Income > Covered Call,Sector,MEDIUM
MLPI US,NEOS MLP & ENERGY INFRASTRUCTURE HIGH INCOME ETF,Neos ETF Trust,mechanism,physical,options,MEDIUM
MLPQ LN,INVESCO MORNINGSTAR US ENERGY INFRASTRUCTURE MLP UCITS ETF,Invesco EMEA ETFs/Ireland,sub_strategy,Broad,Sector,MEDIUM
MLPQ LN,INVESCO MORNINGSTAR US ENERGY INFRASTRUCTURE MLP UCITS ETF,Invesco EMEA ETFs/Ireland,mechanism,physical,swap,HIGH
MLPR US,ETRACS QUARTERLY PAY 1.5X LEVERAGED ALERIAN MLP INDEX ETN,ETRACS ETNs/UBS AG/London/USA,direction,long,neutral,HIGH
MLPR US,ETRACS QUARTERLY PAY 1.5X LEVERAGED ALERIAN MLP INDEX ETN,ETRACS ETNs/UBS AG/London/USA,concentration,single,basket,MEDIUM
MLPR US,ETRACS QUARTERLY PAY 1.5X LEVERAGED ALERIAN MLP INDEX ETN,ETRACS ETNs/UBS AG/London/USA,mechanism,physical,swap,MEDIUM
MLPS LN,INVESCO MORNINGSTAR US ENERGY INFRASTRUCTURE MLP UCITS ETF,Invesco EMEA ETFs/Ireland,sub_strategy,Broad,Sector,MEDIUM
MLPS LN,INVESCO MORNINGSTAR US ENERGY INFRASTRUCTURE MLP UCITS ETF,Invesco EMEA ETFs/Ireland,mechanism,physical,swap,HIGH
MLPX US,GLOBAL X MLP & ENERGY INFRASTRUCTURE ETF,Global X ETFs/USA,sub_strategy,Thematic,Sector,MEDIUM
MMAX US,ISHARES LARGE CAP MAX BUFFER MAR ETF,iShares Trust,mechanism,physical,options,HIGH
MMK US,STATE STREET PRIME MONEY MARKET ETF,State Street ETF/USA,asset_class,Equity,Fixed Income,HIGH
MMKT US,TEXAS CAPITAL GOVERNMENT MONEY MARKET ETF,Texas Capital Funds Trust,asset_class,Equity,Fixed Income,HIGH
MMSD US,NYLI MACKAY MUNI SHORT DURATION ETF,New York Life Investment Manag,mechanism,physical,options,MEDIUM
MNA US,NYLI MERGER ARBITRAGE ETF,New York Life Investment Manag,sub_strategy,Alternatives,Risk-Adaptive,HIGH
MNRS US,GRAYSCALE BITCOIN MINERS ETF,Grayscale Investments LLC/USA,asset_class,Equity,Crypto,HIGH
MNRS US,GRAYSCALE BITCOIN MINERS ETF,Grayscale Investments LLC/USA,concentration,single,basket,MEDIUM
MODL US,VICTORYSHARES WESTEND US SECTOR ETF,Victory Portfolios II,sub_strategy,Sector,Broad,LOW
MOO US,VANECK AGRIBUSINESS ETF,VanEck ETFs/USA,sub_strategy,Thematic,Sector,MEDIUM
MOOD US,RELATIVE SENTIMENT TACTICAL ALLOCATION ETF,EA Series Trust,asset_class,Multi-Asset,Equity,HIGH
MOOD US,RELATIVE SENTIMENT TACTICAL ALLOCATION ETF,EA Series Trust,sub_strategy,Allocation,Broad,LOW
MPG US,LEVERAGE SHARES 2X LONG MP DAILY ETF,Themes ETF Trust,underlier_name,MP US,MP,HIGH
MPG US,LEVERAGE SHARES 2X LONG MP DAILY ETF,Themes ETF Trust,mechanism,physical,swap,HIGH
MPL US,DEFIANCE DAILY TARGET 2X LONG MP ETF,Tidal Trust II,underlier_name,MP US,MP,HIGH
MPL US,DEFIANCE DAILY TARGET 2X LONG MP ETF,Tidal Trust II,mechanism,physical,swap,HIGH
MPRO US,MONARCH PROCAP INDEX ETF,Northern Lights Fund Trust IV/,sub_strategy,Allocation,Broad,HIGH
MQQQ US,TRADR 2X LONG INNOVATION 100 MONTHLY ETF,Investment Managers Series Tru,mechanism,physical,swap,HIGH
MRAL US,GRANITESHARES 2X LONG MARA DAILY ETF,GraniteShares ETF Trust,underlier_name,MARA US,MARA,HIGH
MRAL US,GRANITESHARES 2X LONG MARA DAILY ETF,GraniteShares ETF Trust,mechanism,physical,swap,HIGH
MRCP US,PGIM S&P 500 BUFFER 12 ETF - MARCH,PGIM Rock ETF Trust,mechanism,physical,options,HIGH
MRCP US,PGIM S&P 500 BUFFER 12 ETF - MARCH,PGIM Rock ETF Trust,buffer_pct,12.0,500.0,HIGH
MRGR US,PROSHARES MERGER ETF,ProShares Trust,sub_strategy,Event-Driven/Merger Arb,Risk-Adaptive,HIGH
MRGR US,PROSHARES MERGER ETF,ProShares Trust,mechanism,physical,swap,HIGH
MRNX US,DEFIANCE DAILY TARGET 2X LONG MRNA ETF,Tidal Trust II,mechanism,physical,swap,HIGH
MRNY US,YIELDMAX MRNA OPTION INCOME STRATEGY ETF,Tidal Trust II,underlier_name,MRNA US,MRNA,HIGH
MRNY US,YIELDMAX MRNA OPTION INCOME STRATEGY ETF,Tidal Trust II,mechanism,physical,options,HIGH
MRSK US,TOEWS AGILITY SHARES MANAGED RISK ETF,Northern Lights Fund Trust/Toe,mechanism,physical,options,MEDIUM
MRVU US,DIREXION DAILY MRVL BULL 2X ETF,Direxion ETFs/USA,mechanism,physical,swap,HIGH
MSDD US,GRANITESHARES 2X SHORT MSTR DAILY ETF,GraniteShares ETF Trust,underlier_name,MSTR US,MSTR,HIGH
MSDD US,GRANITESHARES 2X SHORT MSTR DAILY ETF,GraniteShares ETF Trust,mechanism,physical,swap,HIGH
MSFD US,DIREXION DAILY MSFT BEAR 1X ETF,Direxion ETFs/USA,underlier_name,MSFT US,MSFT,HIGH
MSFD US,DIREXION DAILY MSFT BEAR 1X ETF,Direxion ETFs/USA,mechanism,physical,swap,HIGH
MSFL US,GRANITESHARES 2X LONG MSFT DAILY ETF,GraniteShares ETF Trust,underlier_name,MSFT US,MSFT,HIGH
MSFL US,GRANITESHARES 2X LONG MSFT DAILY ETF,GraniteShares ETF Trust,mechanism,physical,swap,HIGH
MSFO US,YIELDMAX MSFT OPTION INCOME STRATEGY ETF,Tidal Trust II,underlier_name,MSFT US,MSFT,HIGH
MSFO US,YIELDMAX MSFT OPTION INCOME STRATEGY ETF,Tidal Trust II,mechanism,physical,options,HIGH
MSFU US,DIREXION DAILY MSFT BULL 2X ETF,Direxion ETFs/USA,underlier_name,MSFT US,MSFT,HIGH
MSFU US,DIREXION DAILY MSFT BULL 2X ETF,Direxion ETFs/USA,mechanism,physical,swap,HIGH
MSFW US,ROUNDHILL MSFT WEEKLYPAY ETF,Roundhill ETF Trust,sub_strategy,Derivative Income > Covered Call,Derivative Income > 0DTE / Weekly,HIGH
MSFW US,ROUNDHILL MSFT WEEKLYPAY ETF,Roundhill ETF Trust,underlier_name,MSFT US,MSFT,HIGH
MSFW US,ROUNDHILL MSFT WEEKLYPAY ETF,Roundhill ETF Trust,mechanism,physical,swap,HIGH
MSFX US,T-REX 2X LONG MICROSOFT DAILY TARGET ETF,ETF Opportunities Trust/REX Sh,underlier_name,MSFT US,MSFT,HIGH
MSFX US,T-REX 2X LONG MICROSOFT DAILY TARGET ETF,ETF Opportunities Trust/REX Sh,mechanism,physical,swap,HIGH
MSFY US,KURV YIELD PREMIUM STRATEGY MICROSOFT MSFT ETF/DE,Kurv ETF Trust,underlier_name,MSFT US,MSFT,HIGH
MSFY US,KURV YIELD PREMIUM STRATEGY MICROSOFT MSFT ETF/DE,Kurv ETF Trust,mechanism,physical,options,HIGH
MSII US,REX MSTR GROWTH & INCOME ETF,REX ETF Trust,primary_strategy,Income,L&I,HIGH
MSII US,REX MSTR GROWTH & INCOME ETF,REX ETF Trust,sub_strategy,Derivative Income > Covered Call,Long,HIGH
MSII US,REX MSTR GROWTH & INCOME ETF,REX ETF Trust,underlier_name,MSTR US,MSTR,HIGH
MSII US,REX MSTR GROWTH & INCOME ETF,REX ETF Trust,mechanism,physical,swap,MEDIUM
MSMR US,MCELHENNY SHEFFIELD MANAGED RISK ETF,ETF Series Solutions,sub_strategy,Allocation,Broad,HIGH
MSOO US,LEVERAGE SHARES 2X CAPPED ACCELERATED MSTR MONTHLY ETF,Themes ETF Trust,direction,long,neutral,HIGH
MSOO US,LEVERAGE SHARES 2X CAPPED ACCELERATED MSTR MONTHLY ETF,Themes ETF Trust,underlier_name,MSTR US,MSTR,HIGH
MSOO US,LEVERAGE SHARES 2X CAPPED ACCELERATED MSTR MONTHLY ETF,Themes ETF Trust,mechanism,physical,swap,MEDIUM
MSOS US,ADVISORSHARES PURE US CANNABIS ETF,AdvisorShares ETFs/USA,mechanism,physical,swap,HIGH
MSOX US,ADVISORSHARES MSOS DAILY LEVERAGED ETF,AdvisorShares ETFs/USA,direction,long,neutral,HIGH
MSOX US,ADVISORSHARES MSOS DAILY LEVERAGED ETF,AdvisorShares ETFs/USA,concentration,single,basket,MEDIUM
MSOX US,ADVISORSHARES MSOS DAILY LEVERAGED ETF,AdvisorShares ETFs/USA,mechanism,physical,swap,HIGH
